1,1,0.0055248618784530384,RandomParty@0,(Offer  bid:Bid[Pie: a587, ])
1,2,0.0055248618784530384,RandomParty2@1,(Offer  bid:Bid[Pie: a311, ])
1,3,0.0055248618784530384,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
2,1,0.011049723756906077,RandomParty@0,(Offer  bid:Bid[Pie: a236, ])
2,2,0.011049723756906077,RandomParty2@1,(Offer  bid:Bid[Pie: a570, ])
2,3,0.011049723756906077,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
3,1,0.016574585635359115,RandomParty@0,(Offer  bid:Bid[Pie: a742, ])
3,2,0.016574585635359115,RandomParty2@1,(Offer  bid:Bid[Pie: a611, ])
3,3,0.016574585635359115,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
4,1,0.022099447513812154,RandomParty@0,(Offer  bid:Bid[Pie: a807, ])
4,2,0.022099447513812154,RandomParty2@1,(Offer  bid:Bid[Pie: a23, ])
4,3,0.022099447513812154,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
5,1,0.027624309392265192,RandomParty@0,(Offer  bid:Bid[Pie: a485, ])
5,2,0.027624309392265192,RandomParty2@1,(Offer  bid:Bid[Pie: a551, ])
5,3,0.027624309392265192,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
6,1,0.03314917127071823,RandomParty@0,(Offer  bid:Bid[Pie: a552, ])
6,2,0.03314917127071823,RandomParty2@1,(Offer  bid:Bid[Pie: a259, ])
6,3,0.03314917127071823,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
7,1,0.03867403314917127,RandomParty@0,(Offer  bid:Bid[Pie: a181, ])
7,2,0.03867403314917127,RandomParty2@1,(Offer  bid:Bid[Pie: a106, ])
7,3,0.03867403314917127,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
8,1,0.04419889502762431,RandomParty@0,(Offer  bid:Bid[Pie: a707, ])
8,2,0.04419889502762431,RandomParty2@1,(Offer  bid:Bid[Pie: a163, ])
8,3,0.04419889502762431,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
9,1,0.049723756906077346,RandomParty@0,(Offer  bid:Bid[Pie: a797, ])
9,2,0.049723756906077346,RandomParty2@1,(Offer  bid:Bid[Pie: a672, ])
9,3,0.049723756906077346,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
10,1,0.055248618784530384,RandomParty@0,(Offer  bid:Bid[Pie: a620, ])
10,2,0.055248618784530384,RandomParty2@1,(Offer  bid:Bid[Pie: a885, ])
10,3,0.055248618784530384,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
11,1,0.06077348066298342,RandomParty@0,(Offer  bid:Bid[Pie: a300, ])
11,2,0.06077348066298342,RandomParty2@1,(Offer  bid:Bid[Pie: a542, ])
11,3,0.06077348066298342,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
12,1,0.06629834254143646,RandomParty@0,(Offer  bid:Bid[Pie: a778, ])
12,2,0.06629834254143646,RandomParty2@1,(Offer  bid:Bid[Pie: a518, ])
12,3,0.06629834254143646,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
13,1,0.0718232044198895,RandomParty@0,(Offer  bid:Bid[Pie: a223, ])
13,2,0.0718232044198895,RandomParty2@1,(Offer  bid:Bid[Pie: a582, ])
13,3,0.0718232044198895,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
14,1,0.07734806629834254,RandomParty@0,(Offer  bid:Bid[Pie: a444, ])
14,2,0.07734806629834254,RandomParty2@1,(Offer  bid:Bid[Pie: a838, ])
14,3,0.07734806629834254,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
15,1,0.08287292817679558,RandomParty@0,(Offer  bid:Bid[Pie: a541, ])
15,2,0.08287292817679558,RandomParty2@1,(Offer  bid:Bid[Pie: a342, ])
15,3,0.08287292817679558,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
16,1,0.08839779005524862,RandomParty@0,(Offer  bid:Bid[Pie: a556, ])
16,2,0.08839779005524862,RandomParty2@1,(Offer  bid:Bid[Pie: a759, ])
16,3,0.08839779005524862,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
17,1,0.09392265193370165,RandomParty@0,(Offer  bid:Bid[Pie: a970, ])
17,2,0.09392265193370165,RandomParty2@1,(Offer  bid:Bid[Pie: a542, ])
17,3,0.09392265193370165,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
18,1,0.09944751381215469,RandomParty@0,(Offer  bid:Bid[Pie: a461, ])
18,2,0.09944751381215469,RandomParty2@1,(Offer  bid:Bid[Pie: a64, ])
18,3,0.09944751381215469,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
19,1,0.10497237569060773,RandomParty@0,(Offer  bid:Bid[Pie: a442, ])
19,2,0.10497237569060773,RandomParty2@1,(Offer  bid:Bid[Pie: a894, ])
19,3,0.10497237569060773,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
20,1,0.11049723756906077,RandomParty@0,(Offer  bid:Bid[Pie: a412, ])
20,2,0.11049723756906077,RandomParty2@1,(Offer  bid:Bid[Pie: a378, ])
20,3,0.11049723756906077,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
21,1,0.11602209944751381,RandomParty@0,(Offer  bid:Bid[Pie: a453, ])
21,2,0.11602209944751381,RandomParty2@1,(Offer  bid:Bid[Pie: a243, ])
21,3,0.11602209944751381,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
22,1,0.12154696132596685,RandomParty@0,(Offer  bid:Bid[Pie: a771, ])
22,2,0.12154696132596685,RandomParty2@1,(Offer  bid:Bid[Pie: a769, ])
22,3,0.12154696132596685,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
23,1,0.1270718232044199,RandomParty@0,(Offer  bid:Bid[Pie: a970, ])
23,2,0.1270718232044199,RandomParty2@1,(Offer  bid:Bid[Pie: a388, ])
23,3,0.1270718232044199,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
24,1,0.13259668508287292,RandomParty@0,(Offer  bid:Bid[Pie: a354, ])
24,2,0.13259668508287292,RandomParty2@1,(Offer  bid:Bid[Pie: a219, ])
24,3,0.13259668508287292,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
25,1,0.13812154696132597,RandomParty@0,(Offer  bid:Bid[Pie: a812, ])
25,2,0.13812154696132597,RandomParty2@1,(Offer  bid:Bid[Pie: a117, ])
25,3,0.13812154696132597,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
26,1,0.143646408839779,RandomParty@0,(Offer  bid:Bid[Pie: a351, ])
26,2,0.143646408839779,RandomParty2@1,(Offer  bid:Bid[Pie: a545, ])
26,3,0.143646408839779,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
27,1,0.14917127071823205,RandomParty@0,(Offer  bid:Bid[Pie: a595, ])
27,2,0.14917127071823205,RandomParty2@1,(Offer  bid:Bid[Pie: a885, ])
27,3,0.14917127071823205,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
28,1,0.15469613259668508,RandomParty@0,(Offer  bid:Bid[Pie: a834, ])
28,2,0.15469613259668508,RandomParty2@1,(Offer  bid:Bid[Pie: a891, ])
28,3,0.15469613259668508,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
29,1,0.16022099447513813,RandomParty@0,(Offer  bid:Bid[Pie: a612, ])
29,2,0.16022099447513813,RandomParty2@1,(Offer  bid:Bid[Pie: a225, ])
29,3,0.16022099447513813,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
30,1,0.16574585635359115,RandomParty@0,(Offer  bid:Bid[Pie: a226, ])
30,2,0.16574585635359115,RandomParty2@1,(Offer  bid:Bid[Pie: a14, ])
30,3,0.16574585635359115,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
31,1,0.1712707182320442,RandomParty@0,(Offer  bid:Bid[Pie: a626, ])
31,2,0.1712707182320442,RandomParty2@1,(Offer  bid:Bid[Pie: a858, ])
31,3,0.1712707182320442,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
32,1,0.17679558011049723,RandomParty@0,(Offer  bid:Bid[Pie: a660, ])
32,2,0.17679558011049723,RandomParty2@1,(Offer  bid:Bid[Pie: a51, ])
32,3,0.17679558011049723,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
33,1,0.18232044198895028,RandomParty@0,(Offer  bid:Bid[Pie: a755, ])
33,2,0.18232044198895028,RandomParty2@1,(Offer  bid:Bid[Pie: a120, ])
33,3,0.18232044198895028,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
34,1,0.1878453038674033,RandomParty@0,(Offer  bid:Bid[Pie: a354, ])
34,2,0.1878453038674033,RandomParty2@1,(Offer  bid:Bid[Pie: a528, ])
34,3,0.1878453038674033,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
35,1,0.19337016574585636,RandomParty@0,(Offer  bid:Bid[Pie: a404, ])
35,2,0.19337016574585636,RandomParty2@1,(Offer  bid:Bid[Pie: a223, ])
35,3,0.19337016574585636,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
36,1,0.19889502762430938,RandomParty@0,(Offer  bid:Bid[Pie: a584, ])
36,2,0.19889502762430938,RandomParty2@1,(Offer  bid:Bid[Pie: a554, ])
36,3,0.19889502762430938,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
37,1,0.20441988950276244,RandomParty@0,(Offer  bid:Bid[Pie: a503, ])
37,2,0.20441988950276244,RandomParty2@1,(Offer  bid:Bid[Pie: a178, ])
37,3,0.20441988950276244,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
38,1,0.20994475138121546,RandomParty@0,(Offer  bid:Bid[Pie: a476, ])
38,2,0.20994475138121546,RandomParty2@1,(Offer  bid:Bid[Pie: a34, ])
38,3,0.20994475138121546,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
39,1,0.2154696132596685,RandomParty@0,(Offer  bid:Bid[Pie: a621, ])
39,2,0.2154696132596685,RandomParty2@1,(Offer  bid:Bid[Pie: a619, ])
39,3,0.2154696132596685,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
40,1,0.22099447513812154,RandomParty@0,(Offer  bid:Bid[Pie: a520, ])
40,2,0.22099447513812154,RandomParty2@1,(Offer  bid:Bid[Pie: a0, ])
40,3,0.22099447513812154,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
41,1,0.2265193370165746,RandomParty@0,(Offer  bid:Bid[Pie: a238, ])
41,2,0.2265193370165746,RandomParty2@1,(Offer  bid:Bid[Pie: a353, ])
41,3,0.2265193370165746,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
42,1,0.23204419889502761,RandomParty@0,(Offer  bid:Bid[Pie: a726, ])
42,2,0.23204419889502761,RandomParty2@1,(Offer  bid:Bid[Pie: a587, ])
42,3,0.23204419889502761,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
43,1,0.23756906077348067,RandomParty@0,(Offer  bid:Bid[Pie: a734, ])
43,2,0.23756906077348067,RandomParty2@1,(Offer  bid:Bid[Pie: a17, ])
43,3,0.23756906077348067,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
44,1,0.2430939226519337,RandomParty@0,(Offer  bid:Bid[Pie: a294, ])
44,2,0.2430939226519337,RandomParty2@1,(Offer  bid:Bid[Pie: a96, ])
44,3,0.2430939226519337,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
45,1,0.24861878453038674,RandomParty@0,(Offer  bid:Bid[Pie: a124, ])
45,2,0.24861878453038674,RandomParty2@1,(Offer  bid:Bid[Pie: a561, ])
45,3,0.24861878453038674,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
46,1,0.2541436464088398,RandomParty@0,(Offer  bid:Bid[Pie: a339, ])
46,2,0.2541436464088398,RandomParty2@1,(Offer  bid:Bid[Pie: a42, ])
46,3,0.2541436464088398,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
47,1,0.2596685082872928,RandomParty@0,(Offer  bid:Bid[Pie: a582, ])
47,2,0.2596685082872928,RandomParty2@1,(Offer  bid:Bid[Pie: a616, ])
47,3,0.2596685082872928,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
48,1,0.26519337016574585,RandomParty@0,(Offer  bid:Bid[Pie: a700, ])
48,2,0.26519337016574585,RandomParty2@1,(Offer  bid:Bid[Pie: a568, ])
48,3,0.26519337016574585,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
49,1,0.27071823204419887,RandomParty@0,(Offer  bid:Bid[Pie: a544, ])
49,2,0.27071823204419887,RandomParty2@1,(Offer  bid:Bid[Pie: a163, ])
49,3,0.27071823204419887,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
50,1,0.27624309392265195,RandomParty@0,(Offer  bid:Bid[Pie: a751, ])
50,2,0.27624309392265195,RandomParty2@1,(Offer  bid:Bid[Pie: a144, ])
50,3,0.27624309392265195,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
51,1,0.281767955801105,RandomParty@0,(Offer  bid:Bid[Pie: a587, ])
51,2,0.281767955801105,RandomParty2@1,(Offer  bid:Bid[Pie: a382, ])
51,3,0.281767955801105,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
52,1,0.287292817679558,RandomParty@0,(Offer  bid:Bid[Pie: a162, ])
52,2,0.287292817679558,RandomParty2@1,(Offer  bid:Bid[Pie: a432, ])
52,3,0.287292817679558,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
53,1,0.292817679558011,RandomParty@0,(Offer  bid:Bid[Pie: a190, ])
53,2,0.292817679558011,RandomParty2@1,(Offer  bid:Bid[Pie: a691, ])
53,3,0.292817679558011,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
54,1,0.2983425414364641,RandomParty@0,(Offer  bid:Bid[Pie: a403, ])
54,2,0.2983425414364641,RandomParty2@1,(Offer  bid:Bid[Pie: a128, ])
54,3,0.2983425414364641,BoulwareNegotiationParty@2,(Offer  bid:Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
55,1,0.30386740331491713,RandomParty@0,(Offer  bid:Bid[Pie: a955, ])
55,2,0.30386740331491713,RandomParty2@1,(Offer  bid:Bid[Pie: a373, ])
